LGUs,Category,LGU Score Percentage,Province,Revenue
San Miguel (LE),Fourth Class Municipality,0.007,Leyte Province,9140117.24
San Miguel (SS),First Class Municipality,0.041,Surigao Del Sur,11539224.16
San Miguel (ZR),Fourth Class Municipality,0.011,Zamboanga Del Sur,7305364.36
San Narciso (QN),Third Class Municipality,0.024,Quezon,267603203.6
San Narciso (ZA),Fourth Class Municipality,0.053,Zambales,172499823.7
San Nicolas (BS),Fifth Class Municipality,0.008,Batangas Province,144975247
San Nicolas (IN),Second Class Municipality,0.055,Ilocos Norte,337612154.1
San Nicolas (PS),First Class Municipality,0.014,Pangasinan,258243246.3
San Pablo (IA),Second Class Municipality,0.008,Isabela,2576859.69
San Pablo (LA),Component City,0.092,Laguna,1851624726
San Pablo (ZR),Fourth Class Municipality,0.013,Zamboanga Del Sur,3104720.96
San Pascual (BS),First Class Municipality,0.022,Batangas Province,374647484.9
San Pascual (MS),Third Class Municipality,0.085,Masbate Province,240356193
San Pedro,Component City,0.115,Laguna,2545311175
San Policarpo,Fifth Class Municipality,0.016,Eastern Samar,1843441.34
San Quintin (AA),Fifth Class Municipality,0.026,Abra,100489333.2
San Quintin (PS),Third Class Municipality,0.011,Pangasinan,192423999.3
San Rafael (BU),First Class Municipality,0.031,Bulacan,524770801.8
San Rafael (IO),Fifth Class Municipality,0.008,Iloilo Province,13911932.7
San Remigio (AE),Third Class Municipality,0.03,Antique,11557869.14
San Remigio (CU),Third Class Municipality,0.027,Cebu Province,285473362.7
San Ricardo,Fifth Class Municipality,0.046,Southern Leyte,65180000
San Roque,Fourth Class Municipality,0.028,Northern Samar,7812765.68
San Sebastian,Sixth Class Municipality,0.005,Samar (Western Samar),677849.98
San Simon,Third Class Municipality,0.019,Pampanga,119883722.9
San Teodoro,Fourth Class Municipality,0.011,Oriental Mindoro,210177667.5
San Vicente (CN),Fifth Class Municipality,0.012,Camarines Norte,4085525.1
San Vicente (IS),Fifth Class Municipality,0.015,Ilocos Sur,195595712.7
San Vicente (NS),Sixth Class Municipality,0.006,Northern Samar,1861472.8
San Vicente (PN),First Class Municipality,0.021,Palawan,16447090.4
Sanchez-Mira,Third Class Municipality,0.015,Cagayan,15244765.85
Santa,Fourth Class Municipality,0.018,Ilocos Sur,225701842.3
Santa Ana (CG),Second Class Municipality,0.026,Cagayan,36092393.85
Santa Ana (PA),Third Class Municipality,0.014,Pampanga,17775051.45
Santa Barbara (IO),Second Class Municipality,0.036,Iloilo Province,73923682.04
Santa Barbara (PS),First Class Municipality,0.028,Pangasinan,480265726.9
Santa Catalina (IS),Fifth Class Municipality,0.018,Ilocos Sur,256105199.4
Santa Catalina (NR),First Class Municipality,0.031,Negros Oriental,16049443.85
Santa Cruz (DS),First Class Municipality,0.175,Davao Del Sur,581809239.6
Santa Cruz (IS),First Class Municipality,0.058,Ilocos Sur,853567339.7
Santa Cruz (LA),First Class Municipality,0.032,Laguna,502507637.7
Santa Cruz (ME),First Class Municipality,0.296,Marinduque,306257893.8
Santa Cruz (OM),First Class Municipality,0.046,Occidental Mindoro,10692736.51
Santa Cruz (ZA),First Class Municipality,0.057,Zambales,45300757.81
Santa Elena,Third Class Municipality,0.036,Camarines Norte,4954521.79
Santa Fe (CU),Fourth Class Municipality,0.004,Cebu Province,0
Santa Fe (LE),Fifth Class Municipality,0.024,Leyte Province,128229412
Santa Fe (NV),Third Class Municipality,0.022,Nueva Vizcaya,8207149.59
Santa Fe (RN),Fifth Class Municipality,0.166,Romblon Province,122530926.4
Santa Ignacia,Second Class Municipality,0.039,Tarlac Province,267620522.5
Santa Josefa,Third Class Municipality,0.021,Agusan Del Sur,14990407.66
Santa Lucia,Third Class Municipality,0.037,Ilocos Sur,610853928.3
Santa Magdalena,Fifth Class Municipality,0.012,Sorsogon Province,5451964.92
Santa Marcela,Fourth Class Municipality,0.062,Apayao,7404267.92
Santa Margarita,Fourth Class Municipality,0.017,Samar (Western Samar),0
Santa Maria (BU),First Class Municipality,0.079,Bulacan,1253555274
Santa Maria (DS),Second Class Municipality,0.095,Davao Occidental,14634640.11
Santa Maria (IA),Fourth Class Municipality,0.009,Isabela,9990980.61
Santa Maria (Imelda),Fifth Class Municipality,0.018,Romblon Province,2935480
Santa Maria (IS),Third Class Municipality,0.039,Ilocos Sur,568976216.6
Santa Maria (LA),Fourth Class Municipality,0.011,Laguna,189424695
Santa Maria (PS),Fourth Class Municipality,0.006,Pangasinan,8948752.84
Santa Monica,Fifth Class Municipality,0.01,Surigao Del Norte,4974257.52
Santa Praxedes,Fifth Class Municipality,0.004,Cagayan,5770406.48
Santa Rita (PA),Fourth Class Municipality,0.021,Pampanga,196847696
Santa Rita (WS),Third Class Municipality,0.028,Samar (Western Samar),5192642.64
Santa Rosa (LA),Component City,0.191,Laguna,4970354460
Santa Rosa (NE),First Class Municipality,0.021,Nueva Ecija,58755809.25
Santa Teresita (BS),Fifth Class Municipality,0.004,Batangas Province,9362697.4
Santa Teresita (CG),Fourth Class Municipality,0.017,Cagayan,27883924.82
Santander,Fourth Class Municipality,0.004,Cebu Province,20151673.85
Santiago (AN),Fourth Class Municipality,0.059,Agusan Del Norte,22087236.62
Santiago (IA),Component City,0.093,Isabela,313383385.2
Santiago (IS),Fourth Class Municipality,0.031,Ilocos Sur,571864011.6
Santo Domingo (AY),Fourth Class Municipality,0.016,Albay,37006225.18
Santo Domingo (IS),Third Class Municipality,0.031,Ilocos Sur,302716889
Santo Domingo (NE),Third Class Municipality,0.032,Nueva Ecija,255318491.7
Santo Nino (CG),Second Class Municipality,0.014,Cagayan,8960864.13
Santo Nino (SC),Third Class Municipality,0.038,South Cotabato,207947551
Santo Nino (WS),Fifth Class Municipality,0.01,Samar (Western Samar),3046193.07
Santo Tomas (BS),Component City,0.078,Batangas Province,1526158707
Santo Tomas (DN),First Class Municipality,0.083,Davao Del Norte,185355967.3
Santo Tomas (IA),Fourth Class Municipality,0.008,Isabela,2553069
Santo Tomas (LU),Fourth Class Municipality,0.053,La Union,311106554.5
Santo Tomas (PA),Fourth Class Municipality,0.01,Pampanga,18488360.24
Santo Tomas (PS),Fifth Class Municipality,0.003,Pangasinan,4752359.66
Santol,Fourth Class Municipality,0.008,La Union,5758966.49
Sapa-Sapa,Third Class Municipality,0.039,Tawi-Tawi,873000
Sapad,Fifth Class Municipality,0.016,Lanao Del Norte,687807.12
Sapang Dalaga,Fifth Class Municipality,0.019,Misamis Occidental,6050000.23
Sapi-An,Fourth Class Municipality,0.021,Capiz,15732873.6
Sara,Second Class Municipality,0.022,Iloilo Province,29676666.95
Sarangani,Fourth Class Municipality,0.04,Davao Occidental,3399138.78
Sariaya,First Class Municipality,0.066,Quezon,647841347.8
Sarrat,Fourth Class Municipality,0.037,Ilocos Norte,209859904.5
Sasmuan,Fourth Class Municipality,0.007,Pampanga,6918510.54
Science City of Munoz,Component City,0.023,Nueva Ecija,57797042.38
Sebaste,Fourth Class Municipality,0.016,Antique,3176182.33
Senator Ninoy Aquino,Third Class Municipality,0.055,Sultan Kudarat,255960613.6
Sergio Osmena,Second Class Municipality,0.017,Zamboanga Del Norte,10791405.18
Sevilla,Fifth Class Municipality,0.005,Bohol,3991468.17
Shariff Aguak,Second Class Municipality,0.011,Maguindanao,9079453.49
Shariff Saydona Mustapha,Sixth Class Municipality,0.008,Maguindanao,402253
Siasi,Second Class Municipality,0.122,Sulu,186200000
Siaton,First Class Municipality,0.032,Negros Oriental,19977872.7
Siay,Second Class Municipality,0.055,Zamboanga Sibugay,27626937.56
Siayan,Second Class Municipality,0.058,Zamboanga Del Norte,290548591.5
Sibagat,First Class Municipality,0.024,Agusan Del Sur,18645286.25
Sibalom,Second Class Municipality,0.065,Antique,50375886.1
Sibonga,Third Class Municipality,0.009,Cebu Province,28006557.53
Sibuco,First Class Municipality,0.017,Zamboanga Del Norte,754213
Sibulan,Second Class Municipality,0.081,Negros Oriental,322189456.2
Sibunag,Fourth Class Municipality,0.157,Guimaras,153147183.2
Sibutad,Fifth Class Municipality,0.009,Zamboanga Del Norte,3771573.4
Sibutu,Sixth Class Municipality,0.04,Tawi-Tawi,653215.25
Sierra Bullones,Third Class Municipality,0.028,Bohol,189340863.7
Sigay,Fifth Class Municipality,0.011,Ilocos Sur,274939420.7
Sigma,Fourth Class Municipality,0.024,Capiz,16860330.23
Sikatuna,Fifth Class Municipality,0.004,Bohol,13522943.27
Silago,Fourth Class Municipality,0.017,Southern Leyte,2338525.02
Silang,First Class Municipality,0.068,Cavite,1353016104
Silay,Component City,0.09,Negros Occidental,1113081882
Silvino Lobos,Fourth Class Municipality,0.012,Northern Samar,510981.42
Simunul,Fourth Class Municipality,0.048,Tawi-Tawi,7300000
Sinacaban,Fifth Class Municipality,0.021,Misamis Occidental,12593276.09
Sinait,Third Class Municipality,0.019,Ilocos Sur,30541392.22
Sindangan,First Class Municipality,0.12,Zamboanga Del Norte,508147507.2
Siniloan,Second Class Municipality,0.013,Laguna,242377713.3
Siocon,First Class Municipality,0.024,Zamboanga Del Norte,5608700.51
Sipalay,Component City,0.016,Negros Occidental,39262989.62
Sipocot,First Class Municipality,0.049,Camarines Sur,315661744.3
Siquijor,Fourth Class Municipality,0.415,Siquijor Province,173553423.3
Sirawai,Fourth Class Municipality,0.016,Zamboanga Del Norte,5883899.14
Siruma,Fourth Class Municipality,0.005,Camarines Sur,2532654.48
Sison (PS),Third Class Municipality,0.017,Pangasinan,281953490.3
Sison (SN),Fifth Class Municipality,0.014,Surigao Del Norte,5548790.48
Sitangkai,First Class Municipality,0.046,Tawi-Tawi,2837802.28
Socorro (OR),Third Class Municipality,0.023,Oriental Mindoro,19993781.65
Socorro (SN),Fourth Class Municipality,0.023,Surigao Del Norte,8498281.99
Sofronio Espanola,Second Class Municipality,0.068,Palawan,350177141
Sogod (CU),Fourth Class Municipality,0.017,Cebu Province,182325238.8
Sogod (SL),Second Class Municipality,0.068,Southern Leyte,24729409.46
Solana,First Class Municipality,0.166,Cagayan,385476080.5
Solano,First Class Municipality,0.151,Nueva Vizcaya,159569485.9
Solsona,Third Class Municipality,0.036,Ilocos Norte,200822271.3
Sominot,Fifth Class Municipality,0.031,Zamboanga Del Sur,138472413.3
Sorsogon,Component City,0.193,Sorsogon Province,253101370.7
South Ubian,Third Class Municipality,0.034,Tawi-Tawi,234974.45
South Upi,Fourth Class Municipality,0.014,Maguindanao,6432976.78
Sual,First Class Municipality,0.021,Pangasinan,469319125
Subic,First Class Municipality,0.188,Zambales,593343035.6
Sudipen,Fourth Class Municipality,0.011,La Union,9148266.71
Sugbongcogon,Fifth Class Municipality,0.018,Misamis Oriental,115159826.8
Sugpon,Fifth Class Municipality,0.009,Ilocos Sur,176899949.3
Sulat,Fourth Class Municipality,0.017,Eastern Samar,2986326.57
Sulop,Third Class Municipality,0.075,Davao Del Sur,290671865.2
Sultan Dumalondong,Sixth Class Municipality,0.008,Lanao Del Sur,1271549.8
Sultan Kudarat,First Class Municipality,0.035,Maguindanao,28528688.05
Sultan Mastura,Fifth Class Municipality,0.028,Maguindanao,158685140.3
Sultan Naga Dimaporo,Third Class Municipality,0.042,Lanao Del Norte,2227355
Sultan Sa Barongis,Second Class Municipality,0.03,Maguindanao,177491251
Sumilao,Fourth Class Municipality,0.013,Bukidnon,22701556.14
Sumisip,First Class Municipality,0.059,Basilan,432351
Surallah,First Class Municipality,0.105,South Cotabato,576622291.3
Surigao,Component City,0.388,Surigao Del Norte,1441872256
Suyo,Fourth Class Municipality,0.009,Ilocos Sur,8536427.36
T  O  T  A  L  S, ,28.5329,Zamboanga Sibugay, 
T'boli,First Class Municipality,0.101,South Cotabato,644814732.1
Taal,Third Class Municipality,0.017,Batangas Province,256202215.6
Tabaco,Component City,0.131,Albay,1038988702
Tabango,Fourth Class Municipality,0.034,Leyte Province,173992753.3
Tabina,Fourth Class Municipality,0.015,Zamboanga Del Sur,18517790
Tabogon,Third Class Municipality,0.008,Cebu Province,20363106.31
Tabontabon,Fifth Class Municipality,0.004,Leyte Province,2371232.34
Tabuan-Lasa,Sixth Class Municipality,0.035,Basilan,50013.87
Tabuelan,Fourth Class Municipality,0.004,Cebu Province,146306.13
Tabuk,Component City,0.628,Kalinga,79138471.5
Tacurong,Component City,0.169,Sultan Kudarat,1069530419
Tadian,Fourth Class Municipality,0.065,Mountain Province,10021175.45
Taft,Fourth Class Municipality,0.022,Eastern Samar,8888753.13
Tagana-An,Fifth Class Municipality,0.055,Surigao Del Norte,249123688
Tagapul-An,Fifth Class Municipality,0.031,Samar (Western Samar),85593751.92
Tagaytay,Component City,0.028,Cavite,793154872.7
Tagbilaran,Component City,0.089,Bohol,503634728
Tagbina,Second Class Municipality,0.049,Surigao Del Sur,22551731.79
Tagkawayan,First Class Municipality,0.029,Quezon,356457700.5
Tago,Second Class Municipality,0.044,Surigao Del Sur,17162134.51
Tagoloan (LN),Fifth Class Municipality,0.01,Lanao Del Norte,619097
Tagoloan (MO),First Class Municipality,0.066,Misamis Oriental,254906148.8
Tagoloan II,Fourth Class Municipality,0.005,Lanao Del Sur,0
Tagudin,Second Class Municipality,0.042,Ilocos Sur,440421469.3
Tagum,Component City,0.375,Davao Del Norte,1783049332
Talacogon,Second Class Municipality,0.078,Agusan Del Sur,298210554.5
Talaingod,Second Class Municipality,0.013,Davao Del Norte,2268743.01
Talakag,First Class Municipality,0.096,Bukidnon,488598708.2
Talalora,Sixth Class Municipality,0.005,Samar (Western Samar),854957.97
Talavera,First Class Municipality,0.038,Nueva Ecija,107201032.8
Talayan,Fourth Class Municipality,0.031,Maguindanao,158123477.8
Talibon,First Class Municipality,0.064,Bohol,374186543
Talipao,First Class Municipality,0.05,Sulu,8087712.79
Talisay (BS),Third Class Municipality,0.014,Batangas Province,239716223.5
Talisay (CN),Fourth Class Municipality,0.029,Camarines Norte,10646223.46
Talisay (CU),Component City,0.061,Cebu Province,398812597.6
Talisay (NO),Component City,0.095,Negros Occidental,1271399155
Talisayan,Fourth Class Municipality,0.015,Misamis Oriental,6595889.47
Talitay,Sixth Class Municipality,0.005,Maguindanao,1270000
Talugtug,Fourth Class Municipality,0.017,Nueva Ecija,158256711.5
Talusan,Fifth Class Municipality,0.148,Zamboanga Sibugay,144194517.1
Tambulig,Fourth Class Municipality,0.021,Zamboanga Del Sur,18984404.91
Tampakan,Second Class Municipality,0.044,South Cotabato,288168327.8
Tamparan,Fifth Class Municipality,0.013,Lanao Del Sur,0
Tampilisan,Fourth Class Municipality,0.013,Zamboanga Del Norte,8743010.04
Tanauan (BS),Component City,0.093,Batangas Province,2275119576
Tanauan (LE),Second Class Municipality,0.019,Leyte Province,23234280.28
Tanay,First Class Municipality,0.04,Rizal,680271110.9
Tandag,Component City,0.099,Surigao Del Sur,66254892.92
Tandubas,Second Class Municipality,0.04,Tawi-Tawi,868391.52
Tangalan,Fifth Class Municipality,0.022,Aklan,11266584.14
Tangcal,Fifth Class Municipality,0.013,Lanao Del Norte,6680870.91
Tangub,Component City,0.128,Misamis Occidental,184923426.9
Tanjay,Component City,0.216,Negros Oriental,1009672301
Tantangan,Third Class Municipality,0.04,South Cotabato,218307625
Tanudan,Fourth Class Municipality,0.026,Kalinga,1137674.76
Tanza,First Class Municipality,0.065,Cavite,1151989423
Tapaz,First Class Municipality,0.038,Capiz,21561902.09
Tapul,Fifth Class Municipality,0.011,Sulu,0
Taraka,Fourth Class Municipality,0.016,Lanao Del Sur,2148954
Tarangnan,Fourth Class Municipality,0.017,Samar (Western Samar),2668796.61
Tarlac,Component City,0.345,Tarlac Province,2673596207
Tarragona,Third Class Municipality,0.026,Davao Oriental,3758656.95
Tayabas,Component City,0.078,Quezon,1141193480
Tayasan,Third Class Municipality,0.017,Negros Oriental,21739415.72
Taysan,Second Class Municipality,0.008,Batangas Province,41182226.37
Taytay (PN),First Class Municipality,0.141,Palawan,696181670.2
Taytay (RL),First Class Municipality,0.103,Rizal,1651910329
Tayug,Third Class Municipality,0.015,Pangasinan,235262897.4
Tayum,Fifth Class Municipality,0.047,Abra,113354669.1
Teresa,Second Class Municipality,0.02,Rizal,336383264.7
Ternate,Fourth Class Municipality,0.008,Cavite,223269787.7
Tiaong,First Class Municipality,0.047,Quezon,445733433.7
Tibiao,Fourth Class Municipality,0.026,Antique,8084976.39
Tigaon,Third Class Municipality,0.014,Camarines Sur,6170164.66
Tigbao,Fifth Class Municipality,0.012,Zamboanga Del Sur,7483708.69
Tigbauan,Second Class Municipality,0.03,Iloilo Province,50174753.74
Tinambac,First Class Municipality,0.053,Camarines Sur,343474739.8
Tineg,Second Class Municipality,0.051,Abra,270462863
Tinglayan,Fourth Class Municipality,0.041,Kalinga,2397006.87
Tingloy,Fifth Class Municipality,0.006,Batangas Province,114137337.7
Tinoc,Fourth Class Municipality,0.046,Ifugao,1994972.77
Tipo-Tipo,Third Class Municipality,0.05,Basilan,2341814
Titay,Second Class Municipality,0.045,Zamboanga Sibugay,5012672.04
Tiwi,First Class Municipality,0.045,Albay,322847751.3
Tobias Fornier,Fourth Class Municipality,0.082,Antique,179967665.5
Toboso,Third Class Municipality,0.01,Negros Occidental,19458552.28
Toledo,Component City,0.078,Cebu Province,558624900
Tolosa,Fifth Class Municipality,0.007,Leyte Province,7587731.48
Tomas Oppus,Fifth Class Municipality,0.084,Southern Leyte,122592306.7
Tongkil,Fourth Class Municipality,0.077,Sulu,141600000
Torrijos,Third Class Municipality,0.079,Marinduque,23507719.02
Trece Martires,Component City,0.058,Cavite,1360859173
Trento,First Class Municipality,0.047,Agusan Del Sur,57940520.9
Trinidad,Third Class Municipality,0.023,Bohol,108079996.3
Tuao,First Class Municipality,0.035,Cagayan,28902737.86
Tuba,First Class Municipality,0.153,Benguet,349032929.8
Tubajon,Fifth Class Municipality,0.047,Dinagat Islands,12311555.63
Tubao,Fourth Class Municipality,0.034,La Union,152637999
Tubaran,Fourth Class Municipality,0.007,Lanao Del Sur,0
Tubay,Fourth Class Municipality,0.092,Agusan Del Norte,58713739.06
Tubigon,First Class Municipality,0.028,Bohol,103604751.3
Tublay,Fifth Class Municipality,0.022,Benguet,8488738.26
Tubo,Fourth Class Municipality,0.039,Abra,181861174
Tubod (LN),Second Class Municipality,0.041,Lanao Del Norte,20023272.73
Tubod (SN),Fifth Class Municipality,0.017,Surigao Del Norte,15474681.08
Tubungan,Fourth Class Municipality,0.008,Iloilo Province,7744817.8
Tuburan (BA),Second Class Municipality,0.03,Basilan,73641
Tuburan (CU),Second Class Municipality,0.012,Cebu Province,24000459.07
Tudela (CU),Fifth Class Municipality,0.003,Cebu Province,15997926.02
Tudela (MC),Fourth Class Municipality,0.03,Misamis Occidental,17707213.12
Tugaya,Fifth Class Municipality,0.011,Lanao Del Sur,184459.44
Tuguegarao,Component City,0.219,Cagayan,453172451
Tukuran,Fourth Class Municipality,0.021,Zamboanga Del Sur,7263071.05
Tulunan,Second Class Municipality,0.043,Cotabato (North Cotabato),323186120.6
Tumauini,First Class Municipality,0.035,Isabela,67150348.84
Tunga,Sixth Class Municipality,0.003,Leyte Province,3831892.31
Tungawan,Second Class Municipality,0.044,Zamboanga Sibugay,10406774.54
Tupi,First Class Municipality,0.07,South Cotabato,408750323
Turtle Islands,Fifth Class Municipality,0.007,Tawi-Tawi,668000
Tuy,Third Class Municipality,0.014,Batangas Province,223324437.8
Ubay,First Class Municipality,0.031,Bohol,37028000.3
Umingan,First Class Municipality,0.024,Pangasinan,348233858.1
Ungkaya Pukan,Sixth Class Municipality,0.03,Basilan,191393
Unisan,Fourth Class Municipality,0.014,Quezon,178884380
Upi,First Class Municipality,0.021,Maguindanao,25536876.12
Urbiztondo,Third Class Municipality,0.017,Pangasinan,245060125
Urdaneta,Component City,0.071,Pangasinan,1511247867
Uson,Third Class Municipality,0.036,Masbate Province,20679771.34
Uyugan,Sixth Class Municipality,0.052,Batanes,3370568.68
Valderrama,Fourth Class Municipality,0.018,Antique,6715348.69
Valencia (BK),Component City,0.114,Bukidnon,333786880.8
Valencia (BL),Fourth Class Municipality,0.029,Bohol,185545473.4
Valencia (NR),First Class Municipality,0.03,Negros Oriental,93862833.79
Valladolid,Fourth Class Municipality,0.01,Negros Occidental,28809712.54
Vallehermoso,Third Class Municipality,0.016,Negros Oriental,12203931.43
Veruela,Second Class Municipality,0.034,Agusan Del Sur,13097954.52
Victoria (LA),Fourth Class Municipality,0.014,Laguna,251766610.1
Victoria (NS),Fifth Class Municipality,0.013,Northern Samar,3389572.51
Victoria (OR),Second Class Municipality,0.03,Oriental Mindoro,42304783.56
Victoria (TC),Second Class Municipality,0.047,Tarlac Province,297207691.2
Victorias,Component City,0.03,Negros Occidental,215716897
Viga,Fourth Class Municipality,0.047,Catanduanes,8383301.36
Vigan,Component City,0.065,Ilocos Sur,842752423.6
Villaba,Third Class Municipality,0.012,Leyte Province,0
Villanueva,Second Class Municipality,0.03,Misamis Oriental,82152269.14
Villareal,Fourth Class Municipality,0.019,Samar (Western Samar),2221394.29
Villasis,First Class Municipality,0.023,Pangasinan,390322767.3
Villaverde,Fifth Class Municipality,0.028,Nueva Vizcaya,11245783.58
Villaviciosa,Fifth Class Municipality,0.026,Abra,98077419
Vincenzo A Sagun,Fifth Class Municipality,0.012,Zamboanga Del Sur,131641.96
Vintar,First Class Municipality,0.027,Ilocos Norte,6925821.17
Vinzons,Third Class Municipality,0.039,Camarines Norte,7473866.88
Virac,First Class Municipality,0.185,Catanduanes,65657453.59
Wao,Second Class Municipality,0.096,Lanao Del Sur,39464218.52
Zamboanguita,Fourth Class Municipality,0.013,Negros Oriental,15977896.25
Zaragoza,Third Class Municipality,0.015,Nueva Ecija,45924612.38
Zarraga,Fourth Class Municipality,0.049,Iloilo Province,162964169.5
Zumarraga,Fifth Class Municipality,0.011,Samar (Western Samar),850000
